Id_delta,depart_date_time,arrive_date_time,depart_airport,arrive_airport,flight_number,flight_cost_coach,flight_cost_business
3596,2023-01-02 20:21:00,2023-01-02 22:49:00,Atlanta (ATL),Dallas (DFW),DL2455,541.82,3400.44
3597,2023-01-02 15:10:00,2023-01-02 19:11:00,Ontario (ONT),Atlanta (ATL),DL1545,462.7,2380.32
3598,2023-01-01 23:00:00,2023-01-01 04:02:00,Atlanta (ATL),Ontario (ONT),DL533,608.06,1300.72
3599,2023-01-01 18:46:00,2023-01-01 20:53:00,Austin (AUS),Atlanta (ATL),DL1168,341.93,2954.84
3600,2023-01-01 14:49:00,2023-01-01 17:23:00,Atlanta (ATL),Austin (AUS),DL1168,565.33,1379.33
3601,2023-01-01 11:00:00,2023-01-01 12:49:00,West Palm Beach (PBI),Atlanta (ATL),DL2337,515.4,2519.59
3602,2022-12-31 23:45:00,2022-12-31 01:31:00,Atlanta (ATL),West Palm Beach (PBI),DL2243,622.69,3427.26
3603,2022-12-31 19:17:00,2022-12-31 22:03:00,Denver (DEN),Atlanta (ATL),DL818,599.43,2032.29
3604,2022-12-31 14:00:00,2022-12-31 17:25:00,Atlanta (ATL),Denver (DEN),DL818,640.92,1553.4
3605,2022-12-31 01:15:00,2022-12-31 04:26:00,Boston (BOS),Atlanta (ATL),DL2530,393.45,2656.51
3606,2022-12-30 21:18:00,2022-12-30 00:05:00,Minneapolis (MSP),Boston (BOS),DL832,312.58,3365.97
3607,2022-12-30 17:15:00,2022-12-30 19:54:00,Atlanta (ATL),Minneapolis (MSP),DL838,671.53,1181.78
3608,2022-12-30 13:00:00,2022-12-30 16:31:00,Phoenix (PHX),Atlanta (ATL),DL805,276.22,1259.51
3609,2022-12-30 04:15:00,2022-12-30 07:44:00,Minneapolis (MSP),Phoenix (PHX),DL2252,416.94,1105.48
3610,2022-12-29 23:10:00,2022-12-29 02:42:00,Tampa (TPA),Minneapolis (MSP),DL2183,371.12,1249.86
3611,2022-12-29 18:45:00,2022-12-29 22:00:00,Minneapolis (MSP),Tampa (TPA),DL2183,504.56,1740.41
3612,2022-12-29 14:25:00,2022-12-29 17:30:00,Las Vegas (LAS),Minneapolis (MSP),DL767,590.06,1284.13
3613,2022-12-29 03:40:00,2022-12-29 07:19:00,Minneapolis (MSP),Las Vegas (LAS),DL927,658.75,3350.27
3614,2022-12-28 23:10:00,2022-12-28 02:42:00,Tampa (TPA),Minneapolis (MSP),DL2183,394.92,3086.64
3615,2022-12-28 18:45:00,2022-12-28 22:00:00,Minneapolis (MSP),Tampa (TPA),DL2183,611.91,1660.15
3616,2022-12-28 14:15:00,2022-12-28 17:56:00,San Diego (SAN),Minneapolis (MSP),DL914,512.79,1543.21
3617,2022-12-28 01:25:00,2022-12-28 06:26:00,Detroit (DTW),San Diego (SAN),DL1747,267.04,2478.46
3618,2022-12-27 21:30:00,2022-12-27 23:55:00,Boston (BOS),Detroit (DTW),DL709,326.24,2601.19
3619,2022-12-27 17:07:00,2022-12-27 20:07:00,Fort Myers (RSW),Boston (BOS),DL2020,364.2,972.17
3620,2022-12-27 12:05:00,2022-12-27 15:57:00,Boston (BOS),Fort Myers (RSW),DL2009,617.85,3147.27
3621,2022-12-27 00:59:00,2022-12-27 03:54:00,Orlando (MCO),Boston (BOS),DL1063,414.74,752.27
3622,2022-12-26 20:55:00,2022-12-26 00:20:00,Boston (BOS),Orlando (MCO),DL1381,436.61,2401.08
3623,2023-01-05 00:15:00,2023-01-05 04:23:00,Minneapolis (MSP),Santa Ana (SNA),DL671,641.27,2076.08
3624,2023-01-04 20:14:00,2023-01-04 23:03:00,New Orleans (MSY),Minneapolis (MSP),DL313,264.22,3405.38
3625,2023-01-04 16:28:00,2023-01-04 19:14:00,Minneapolis (MSP),New Orleans (MSY),DL313,710.97,3366.53
3626,2023-01-04 12:30:00,2023-01-04 15:16:00,San Antonio (SAT),Minneapolis (MSP),DL2062,494.12,2948.72
3627,2023-01-04 00:35:00,2023-01-04 03:39:00,Minneapolis (MSP),San Antonio (SAT),DL2515,387.99,3164.48
3628,2023-01-03 20:11:00,2023-01-03 23:29:00,Windsor Locks (BDL),Minneapolis (MSP),DL1139,464.24,1870.22
3629,2023-01-03 16:33:00,2023-01-03 19:11:00,Minneapolis (MSP),Windsor Locks (BDL),DL1139,561.75,887.69
3630,2023-01-03 11:05:00,2023-01-03 14:19:00,New York (LGA),Minneapolis (MSP),DL825,566.89,2280.27
3631,2023-01-02 21:33:00,2023-01-02 00:13:00,Minneapolis (MSP),New York (LGA),DL1074,396.37,1752.62
3632,2023-01-02 17:55:00,2023-01-02 20:33:00,Austin (AUS),Minneapolis (MSP),DL2320,450.69,1496.49
3633,2023-01-02 13:25:00,2023-01-02 16:55:00,Detroit (DTW),Austin (AUS),DL2509,377.35,2735.4
3634,2023-01-02 11:20:00,2023-01-02 12:21:00,Cleveland (CLE),Detroit (DTW),DL2747,675.81,2637.61
3635,2023-01-02 02:20:00,2023-01-02 03:17:00,Detroit (DTW),Cleveland (CLE),DL2499,547.56,1596.72
3636,2023-01-01 11:00:00,2023-01-01 12:38:00,Baltimore (BWI),Detroit (DTW),DL2784,327.35,1094.97
3637,2023-01-01 02:10:00,2023-01-01 03:41:00,Detroit (DTW),Baltimore (BWI),DL2212,343.82,2557.21
3638,2022-12-31 23:28:00,2022-12-31 00:45:00,Chicago (ORD),Detroit (DTW),DL2466,587.01,2662.6
3639,2022-12-31 21:10:00,2022-12-31 22:33:00,Detroit (DTW),Chicago (ORD),DL1499,468.97,1421.16
3640,2022-12-31 17:50:00,2022-12-31 19:52:00,New York (LGA),Detroit (DTW),DL2453,324.25,1112.79
3641,2022-12-31 15:45:00,2022-12-31 17:32:00,Detroit (DTW),New York (LGA),DL1080,622.98,2182.5
3642,2022-12-31 10:15:00,2022-12-31 12:48:00,Portland (PWM),Detroit (DTW),DL1333,278.36,1084.18
3643,2022-12-31 02:35:00,2022-12-31 04:25:00,Detroit (DTW),Portland (PWM),DL2349,665.12,2136.35
3644,2022-12-30 19:15:00,2022-12-30 22:06:00,Austin (AUS),Detroit (DTW),DL1121,338.16,3017.38
3645,2022-12-30 15:13:00,2022-12-30 18:15:00,Minneapolis (MSP),Austin (AUS),DL2439,695.61,3222.89
3646,2022-12-29 20:05:00,2022-12-29 22:55:00,Washington (DCA),Minneapolis (MSP),DL1343,699.41,2460.56
3647,2022-12-29 16:39:00,2022-12-29 19:02:00,Minneapolis (MSP),Washington (DCA),DL1343,354.92,1617.44
3648,2022-12-29 12:40:00,2022-12-29 15:29:00,Washington (DCA),Minneapolis (MSP),DL2675,468.73,1878.4
3649,2022-12-29 00:35:00,2022-12-29 03:02:00,Minneapolis (MSP),Washington (DCA),DL1619,455.95,2747.18
3650,2022-12-28 20:05:00,2022-12-28 22:55:00,Washington (DCA),Minneapolis (MSP),DL1343,503.96,2756.08
3651,2022-12-28 16:39:00,2022-12-28 19:02:00,Minneapolis (MSP),Washington (DCA),DL1343,428.51,2797.14
3652,2022-12-28 12:40:00,2022-12-28 15:29:00,Washington (DCA),Minneapolis (MSP),DL2675,729.53,3423.61
3653,2022-12-28 00:35:00,2022-12-28 03:02:00,Minneapolis (MSP),Washington (DCA),DL1619,702.62,2580.96
3654,2022-12-27 22:00:00,2022-12-27 00:13:00,Nashville (BNA),Minneapolis (MSP),DL2424,674.47,1544.22
3655,2022-12-27 19:03:00,2022-12-27 21:00:00,Minneapolis (MSP),Nashville (BNA),DL2424,456.44,2098.18
3656,2022-12-27 15:59:00,2022-12-27 19:19:00,New York (LGA),Minneapolis (MSP),DL983,713.34,1972.96
3657,2022-12-27 12:15:00,2022-12-27 14:57:00,Tampa (TPA),New York (LGA),DL2116,679.21,3170.43
3658,2022-12-27 00:25:00,2022-12-27 03:47:00,New York (JFK),Tampa (TPA),DL2090,256.82,3041.71
3659,2023-01-05 00:50:00,2023-01-05 03:59:00,Detroit (DTW),Dallas (DFW),DL1407,695.04,752.29
3660,2023-01-04 21:55:00,2023-01-04 23:35:00,Minneapolis (MSP),Detroit (DTW),DL2555,746.68,1594.04
3661,2023-01-04 18:23:00,2023-01-04 20:20:00,Denver (DEN),Minneapolis (MSP),DL1176,534.12,2637.65
3662,2023-01-04 15:00:00,2023-01-04 17:23:00,Minneapolis (MSP),Denver (DEN),DL1176,589.75,1976.9
3663,2023-01-04 11:05:00,2023-01-04 13:54:00,Washington (DCA),Minneapolis (MSP),DL1740,436.07,1376.35
3664,2023-01-04 02:29:00,2023-01-04 03:59:00,Detroit (DTW),Washington (DCA),DL2989,253.43,2351.8
3665,2023-01-03 22:00:00,2023-01-03 00:06:00,New York (LGA),Detroit (DTW),DL1150,534.56,1340.22
3666,2023-01-03 18:45:00,2023-01-03 20:55:00,Atlanta (ATL),New York (LGA),DL431,672.09,2058.96
3667,2023-01-03 13:00:00,2023-01-03 15:03:00,Washington (DCA),Atlanta (ATL),DL1522,534.78,1023.17
3668,2023-01-03 00:55:00,2023-01-03 02:34:00,Atlanta (ATL),Washington (DCA),DL349,458.17,1342.08
3669,2023-01-02 21:56:00,2023-01-02 23:45:00,Pittsburgh (PIT),Atlanta (ATL),DL2508,669.58,2116.86
3670,2023-01-02 19:23:00,2023-01-02 20:56:00,Atlanta (ATL),Pittsburgh (PIT),DL2508,532.13,1515.58
3671,2023-01-02 16:19:00,2023-01-02 18:18:00,Washington (DCA),Atlanta (ATL),DL910,564.46,2138.06
3672,2023-01-02 13:40:00,2023-01-02 15:19:00,Atlanta (ATL),Washington (DCA),DL910,345.04,1341.78
3673,2023-01-01 12:00:00,2023-01-01 14:01:00,Chicago (MDW),Atlanta (ATL),DL2500,275.27,1023.17
3674,2023-01-01 03:04:00,2023-01-01 04:59:00,Atlanta (ATL),Chicago (MDW),DL2302,703.95,2636.32
3675,2022-12-31 23:55:00,2022-12-31 01:51:00,Houston (IAH),Atlanta (ATL),DL2180,323.13,1815.47
3676,2022-12-31 20:39:00,2022-12-31 22:55:00,Atlanta (ATL),Houston (IAH),DL2180,579.48,3406.75
3677,2022-12-31 17:43:00,2022-12-31 19:18:00,Indianapolis (IND),Atlanta (ATL),DL1620,326.17,2476.45
3678,2022-12-31 15:10:00,2022-12-31 16:43:00,Atlanta (ATL),Indianapolis (IND),DL1620,575.8,3069.62
3679,2022-12-31 12:00:00,2022-12-31 14:01:00,Chicago (MDW),Atlanta (ATL),DL2500,496.06,1991.15
3680,2022-12-31 03:04:00,2022-12-31 04:59:00,Atlanta (ATL),Chicago (MDW),DL2302,572.94,2384.67
3681,2022-12-30 23:45:00,2022-12-30 01:45:00,Chicago (MDW),Atlanta (ATL),DL2239,599.43,2323.3
3682,2022-12-30 20:52:00,2022-12-30 22:45:00,Atlanta (ATL),Chicago (MDW),DL2239,727.37,1874.05
3683,2022-12-30 17:53:00,2022-12-30 19:47:00,Chicago (MDW),Atlanta (ATL),DL2291,272.59,2453.73
3684,2022-12-30 14:58:00,2022-12-30 16:53:00,Atlanta (ATL),Chicago (MDW),DL2291,481,1926.95
3685,2022-12-30 11:21:00,2022-12-30 13:53:00,Rochester (ROC),Atlanta (ATL),DL2363,340.85,829.29
3686,2022-12-30 02:50:00,2022-12-30 04:51:00,Atlanta (ATL),Rochester (ROC),DL2971,457.94,2115.38
3687,2022-12-29 22:00:00,2022-12-29 23:33:00,Raleigh-Durham (RDU),Atlanta (ATL),DL2600,564.98,1428.3
3688,2022-12-29 19:40:00,2022-12-29 20:58:00,Atlanta (ATL),Raleigh-Durham (RDU),DL2600,569.09,3018.66
3689,2022-12-29 17:15:00,2022-12-29 18:34:00,Charleston (CHS),Atlanta (ATL),DL2642,520.13,3497.5
3690,2022-12-29 15:05:00,2022-12-29 16:15:00,Atlanta (ATL),Charleston (CHS),DL2642,624.85,825.59
3691,2022-12-29 11:15:00,2022-12-29 14:05:00,Syracuse (SYR),Atlanta (ATL),DL2991,387.08,1187.77
3692,2022-12-29 02:51:00,2022-12-29 04:59:00,Atlanta (ATL),Syracuse (SYR),DL1618,557.36,2519.58
3693,2022-12-28 22:44:00,2022-12-28 01:01:00,San Antonio (SAT),Atlanta (ATL),DL1157,702.17,2179.41
3694,2022-12-28 19:04:00,2022-12-28 21:44:00,Atlanta (ATL),San Antonio (SAT),DL1157,618.86,3411.05
3695,2022-12-28 16:19:00,2022-12-28 17:47:00,Daytona Beach (DAB),Atlanta (ATL),DL2939,439.05,2485.27
3696,2022-12-28 14:00:00,2022-12-28 15:17:00,Atlanta (ATL),Daytona Beach (DAB),DL2939,307.99,2939.91
3697,2022-12-28 11:00:00,2022-12-28 12:54:00,Washington (IAD),Atlanta (ATL),DL1242,391.09,3217.33
3698,2022-12-28 03:25:00,2022-12-28 05:03:00,Atlanta (ATL),Washington (IAD),DL800,657.64,2061.63
3699,2022-12-27 23:55:00,2022-12-27 02:20:00,Rochester (ROC),Atlanta (ATL),DL2397,644.8,1395.95
3700,2022-12-27 20:51:00,2022-12-27 22:51:00,Atlanta (ATL),Rochester (ROC),DL2397,733.26,1304.62
3701,2022-12-27 18:40:00,2022-12-27 20:22:00,Sarasota (SRQ),Atlanta (ATL),DL1703,480.21,1444.89
3702,2022-12-27 16:08:00,2022-12-27 17:40:00,Atlanta (ATL),Sarasota (SRQ),DL1703,276.89,2636.31
3703,2022-12-27 11:00:00,2022-12-27 14:03:00,Albany (ALB),Atlanta (ATL),DL1253,487.25,3033
3704,2022-12-27 02:45:00,2022-12-27 04:58:00,Atlanta (ATL),Albany (ALB),DL2225,458.98,2157.53
3705,2022-12-26 22:35:00,2022-12-26 01:16:00,New York (LGA),Atlanta (ATL),DL414,408.89,1428.33
3706,2023-01-05 02:25:00,2023-01-05 06:40:00,Atlanta (ATL),Phoenix (PHX),DL1506,611.92,3164.55
3707,2023-01-04 21:10:00,2023-01-04 23:53:00,New York (LGA),Atlanta (ATL),DL490,332.71,1254.78
3708,2023-01-04 17:31:00,2023-01-04 19:59:00,Orlando (MCO),New York (LGA),DL2759,345.72,1233.26
3709,2023-01-04 13:00:00,2023-01-04 16:21:00,Minneapolis (MSP),Orlando (MCO),DL835,556.22,3327.86
3710,2023-01-04 01:07:00,2023-01-04 04:12:00,Las Vegas (LAS),Minneapolis (MSP),DL2067,341.94,1445.69
3711,2023-01-03 22:33:00,2023-01-03 23:57:00,Salt Lake City (SLC),Las Vegas (LAS),DL2696,729.23,933.88
3712,2023-01-03 17:15:00,2023-01-03 21:23:00,Detroit (DTW),Salt Lake City (SLC),DL2167,372.05,1679.2
3713,2023-01-03 13:06:00,2023-01-03 16:05:00,Fort Lauderdale (FLL),Detroit (DTW),DL1704,654.88,3041.21
3714,2023-01-02 23:36:00,2023-01-02 02:45:00,Detroit (DTW),Fort Lauderdale (FLL),DL1677,375.78,2670.21
3715,2023-01-02 19:16:00,2023-01-02 22:13:00,West Palm Beach (PBI),Detroit (DTW),DL2540,662.43,2966.64
3716,2023-01-02 15:03:00,2023-01-02 18:06:00,Detroit (DTW),West Palm Beach (PBI),DL2540,520.77,3463.1
3717,2023-01-02 01:59:00,2023-01-02 05:32:00,Salt Lake City (SLC),Detroit (DTW),DL2905,282.5,2760.59
3718,2023-01-01 20:31:00,2023-01-01 00:49:00,Atlanta (ATL),Salt Lake City (SLC),DL547,378.71,3320.64
3719,2023-01-01 15:10:00,2023-01-01 19:11:00,Ontario (ONT),Atlanta (ATL),DL1545,345.07,3088.64
3720,2022-12-31 23:00:00,2022-12-31 04:02:00,Atlanta (ATL),Ontario (ONT),DL533,705.66,1325.46
3721,2022-12-31 19:15:00,2022-12-31 21:35:00,Buffalo (BUF),Atlanta (ATL),DL755,412.23,1654.37
3722,2022-12-31 16:00:00,2022-12-31 18:01:00,Atlanta (ATL),Buffalo (BUF),DL755,345.84,2636.23
3723,2022-12-31 11:39:00,2022-12-31 13:44:00,Kansas City (MCI),Atlanta (ATL),DL727,418.15,1254.74
3724,2022-12-31 02:20:00,2022-12-31 03:58:00,Minneapolis (MSP),Kansas City (MCI),DL2940,599.27,3375.3
3725,2022-12-30 22:05:00,2022-12-30 01:09:00,Phoenix (PHX),Minneapolis (MSP),DL2145,749.74,1342
3726,2022-12-30 17:29:00,2022-12-30 20:55:00,Minneapolis (MSP),Phoenix (PHX),DL2145,477.64,3432.98
3727,2022-12-30 13:15:00,2022-12-30 16:19:00,Phoenix (PHX),Minneapolis (MSP),DL2431,406.89,2441.52
3728,2022-12-30 05:55:00,2022-12-30 07:47:00,Salt Lake City (SLC),Phoenix (PHX),DL1392,582.31,2822.08
3729,2022-12-30 00:10:00,2022-12-30 03:14:00,Minneapolis (MSP),Salt Lake City (SLC),DL1722,734.01,1233.24
3730,2022-12-29 19:51:00,2022-12-29 23:00:00,Las Vegas (LAS),Minneapolis (MSP),DL436,546.13,2405.52
3731,2022-12-29 15:00:00,2022-12-29 18:41:00,Minneapolis (MSP),Las Vegas (LAS),DL436,263.91,3242.49
3732,2022-12-29 11:43:00,2022-12-29 13:50:00,Detroit (DTW),Minneapolis (MSP),DL2925,337.4,1136.38
3733,2022-12-28 23:30:00,2022-12-28 03:11:00,Phoenix (PHX),Detroit (DTW),DL1483,285.6,1820.36
3734,2022-12-28 17:45:00,2022-12-28 22:16:00,Detroit (DTW),Phoenix (PHX),DL1483,276.22,1935.81
3735,2022-12-28 13:00:00,2022-12-28 16:37:00,Salt Lake City (SLC),Detroit (DTW),DL1329,708.01,1199.18
3736,2022-12-28 03:14:00,2022-12-28 07:30:00,Atlanta (ATL),Salt Lake City (SLC),DL476,641.27,1731.26
3737,2022-12-27 23:34:00,2022-12-27 01:30:00,West Palm Beach (PBI),Atlanta (ATL),DL1377,498.97,1927.27
3738,2022-12-27 20:38:00,2022-12-27 22:24:00,Atlanta (ATL),West Palm Beach (PBI),DL1377,271.2,1164.1
3739,2022-12-27 15:10:00,2022-12-27 19:11:00,Ontario (ONT),Atlanta (ATL),DL1545,726.05,1555.88
3740,2022-12-27 02:20:00,2022-12-27 07:20:00,Atlanta (ATL),Ontario (ONT),DL1448,535.75,1506.13
3741,2023-01-04 16:57:00,2023-01-04 18:59:00,Key West (EYW),Atlanta (ATL),DL2698,502.19,3333.6
3742,2023-01-04 14:10:00,2023-01-04 15:57:00,Atlanta (ATL),Key West (EYW),DL2698,415.6,1984.74
3743,2023-01-04 12:00:00,2023-01-04 13:10:00,Nashville (BNA),Atlanta (ATL),DL694,418.04,1858.47
3744,2023-01-04 02:45:00,2023-01-04 04:48:00,Minneapolis (MSP),Nashville (BNA),DL2358,727.55,3151.25
3745,2023-01-03 22:08:00,2023-01-03 00:51:00,Kalispell (FCA),Minneapolis (MSP),DL725,422.11,1445.69
3746,2023-01-03 17:59:00,2023-01-03 21:08:00,Minneapolis (MSP),Kalispell (FCA),DL725,561.74,2486.92
3747,2023-01-03 13:20:00,2023-01-03 16:30:00,Jacksonville (JAX),Minneapolis (MSP),DL1436,511.68,2476.45
3748,2023-01-03 00:25:00,2023-01-03 03:28:00,Minneapolis (MSP),Jacksonville (JAX),DL2731,594.72,890.99
3749,2023-01-01 20:00:00,2023-01-01 22:49:00,Philadelphia (PHL),Minneapolis (MSP),DL2221,327.35,1825.8
3750,2023-01-01 16:15:00,2023-01-01 18:45:00,Minneapolis (MSP),Philadelphia (PHL),DL2221,515.4,1283.46
3751,2023-01-01 11:00:00,2023-01-01 12:04:00,Sioux Falls (FSD),Minneapolis (MSP),DL2549,618.9,3339.11
3752,2023-01-01 01:55:00,2023-01-01 04:40:00,Atlanta (ATL),Sioux Falls (FSD),DL1729,443.31,1598.01
3753,2022-12-31 16:24:00,2022-12-31 18:05:00,Melbourne (MLB),Atlanta (ATL),DL2591,371.44,2751.81
3754,2022-12-31 13:53:00,2022-12-31 15:24:00,Atlanta (ATL),Melbourne (MLB),DL2591,423.57,857.79
3755,2022-12-31 00:46:00,2022-12-31 02:49:00,Oklahoma City (OKC),Atlanta (ATL),DL2395,543.64,1696.3
3756,2022-12-30 21:25:00,2022-12-30 23:46:00,Atlanta (ATL),Oklahoma City (OKC),DL2395,335.2,2753.04
3757,2022-12-30 18:45:00,2022-12-30 20:07:00,Memphis (MEM),Atlanta (ATL),DL82,414.74,1162.12
3758,2022-12-30 16:21:00,2022-12-30 17:45:00,Atlanta (ATL),Memphis (MEM),DL1346,448.16,3212.37
3759,2022-12-30 11:25:00,2022-12-30 14:05:00,Sioux Falls (FSD),Atlanta (ATL),DL1293,430.85,862.59
3760,2022-12-30 01:59:00,2022-12-30 04:44:00,Atlanta (ATL),Sioux Falls (FSD),DL1729,457.13,2406.32
3761,2022-12-29 21:59:00,2022-12-29 23:32:00,St. Louis (STL),Atlanta (ATL),DL702,627.1,1778.48
3762,2022-12-29 19:15:00,2022-12-29 20:59:00,Atlanta (ATL),St. Louis (STL),DL702,508.83,3343.94
3763,2022-12-29 16:24:00,2022-12-29 18:05:00,Melbourne (MLB),Atlanta (ATL),DL2591,261.68,2862.83
3764,2022-12-29 13:53:00,2022-12-29 15:24:00,Atlanta (ATL),Melbourne (MLB),DL2591,504.26,2822.1
3765,2022-12-29 10:58:00,2022-12-29 12:35:00,Melbourne (MLB),Atlanta (ATL),DL1196,335.59,3379
3766,2022-12-29 03:25:00,2022-12-29 04:54:00,Atlanta (ATL),Melbourne (MLB),DL1580,360.95,2398.03
3767,2022-12-28 23:57:00,2022-12-28 02:20:00,Rochester (ROC),Atlanta (ATL),DL2397,543.51,1120.37
3768,2022-12-28 20:57:00,2022-12-28 22:57:00,Atlanta (ATL),Rochester (ROC),DL2397,679.2,2183.75
3769,2022-12-28 17:56:00,2022-12-28 19:57:00,Baltimore (BWI),Atlanta (ATL),DL786,636.56,2908.06
3770,2022-12-28 15:10:00,2022-12-28 16:56:00,Atlanta (ATL),Baltimore (BWI),DL786,338.15,3249.51
3771,2022-12-28 11:44:00,2022-12-28 14:05:00,Cedar Rapids (CID),Atlanta (ATL),DL2639,694.88,2450.39
3772,2022-12-28 01:45:00,2022-12-28 03:54:00,Atlanta (ATL),Cedar Rapids (CID),DL2897,422.02,3233.81
3773,2022-12-27 20:04:00,2022-12-27 22:44:00,Monterrey (MTY),Atlanta (ATL),DL1866,500.69,2804.28
3774,2022-12-27 15:33:00,2022-12-27 18:44:00,Atlanta (ATL),Monterrey (MTY),DL1929,681.11,2751.79
3775,2022-12-27 11:25:00,2022-12-27 14:05:00,Sioux Falls (FSD),Atlanta (ATL),DL1293,309.97,1885.02
3776,2022-12-27 05:15:00,2022-12-27 06:30:00,Minneapolis (MSP),Sioux Falls (FSD),DL998,396.08,2930.57
3777,2022-12-27 01:26:00,2022-12-27 04:15:00,Houston (IAH),Minneapolis (MSP),DL2820,670.49,2746.28
3778,2022-12-26 21:15:00,2022-12-26 00:26:00,Detroit (DTW),Houston (IAH),DL2412,511.03,1855.66
3779,2023-01-05 03:30:00,2023-01-05 05:08:00,Atlanta (ATL),Washington (IAD),DL800,354.67,1807.44
3780,2023-01-04 22:44:00,2023-01-04 01:01:00,San Antonio (SAT),Atlanta (ATL),DL1157,331.51,1885.02
3781,2023-01-04 19:04:00,2023-01-04 21:44:00,Atlanta (ATL),San Antonio (SAT),DL1157,350.68,1906.82
3782,2023-01-04 13:00:00,2023-01-04 15:42:00,New York (LGA),Atlanta (ATL),DL506,477.57,829.28
3783,2023-01-03 17:55:00,2023-01-03 20:32:00,Tampa (TPA),New York (LGA),DL2357,640.92,1665.89
3784,2023-01-03 12:10:00,2023-01-03 15:48:00,Boston (BOS),Tampa (TPA),DL1573,603.01,2880.92
3785,2023-01-02 21:55:00,2023-01-02 01:15:00,New Orleans (MSY),Boston (BOS),DL1090,455.96,1313.68
3786,2023-01-02 16:35:00,2023-01-02 20:42:00,Boston (BOS),New Orleans (MSY),DL1090,409.46,2571.1
3787,2023-01-02 12:25:00,2023-01-02 15:28:00,Tampa (TPA),Boston (BOS),DL1226,439.88,3412.66
3788,2023-01-01 23:10:00,2023-01-01 02:41:00,Boston (BOS),Tampa (TPA),DL1269,278.36,1927.26
3789,2023-01-01 19:00:00,2023-01-01 22:01:00,Tampa (TPA),Boston (BOS),DL2649,570.6,986.18
3790,2023-01-01 12:30:00,2023-01-01 15:38:00,New York (LGA),Tampa (TPA),DL2072,428.51,3482.43
3791,2022-12-31 22:55:00,2022-12-31 01:08:00,Atlanta (ATL),New York (LGA),DL2070,680.02,2753.06
3792,2022-12-31 17:55:00,2022-12-31 20:36:00,New York (LGA),Atlanta (ATL),DL529,575.8,1679.11
3793,2022-12-31 14:40:00,2022-12-31 16:49:00,Atlanta (ATL),New York (LGA),DL1744,283.71,1951.86
3794,2022-12-30 23:45:00,2022-12-30 02:26:00,New York (LGA),Atlanta (ATL),DL492,589.75,2656.5
3795,2022-12-30 20:25:00,2022-12-30 22:38:00,Atlanta (ATL),New York (LGA),DL494,671.53,1295.34
3796,2022-12-30 16:29:00,2022-12-30 19:15:00,New York (LGA),Atlanta (ATL),DL2177,586.33,3293.06
3797,2022-12-30 13:15:00,2022-12-30 15:24:00,Atlanta (ATL),New York (LGA),DL569,347.17,756.31
3798,2022-12-29 22:35:00,2022-12-29 01:16:00,New York (LGA),Atlanta (ATL),DL414,566.89,3173.71
3799,2022-12-29 18:45:00,2022-12-29 20:55:00,Atlanta (ATL),New York (LGA),DL431,513.07,1259.5
3800,2022-12-29 15:53:00,2022-12-29 17:25:00,Cincinnati (CVG),Atlanta (ATL),DL2585,336.05,1105.42
3801,2022-12-29 13:27:00,2022-12-29 14:52:00,Atlanta (ATL),Cincinnati (CVG),DL2585,666.01,3459.34
3802,2022-12-29 11:00:00,2022-12-29 12:15:00,Gainesville (GNV),Atlanta (ATL),DL2678,674.46,2571.1
3803,2022-12-29 04:05:00,2022-12-29 05:11:00,Atlanta (ATL),Gainesville (GNV),DL1332,266.42,1487.75
3804,2022-12-28 23:58:00,2022-12-28 02:44:00,Windsor Locks (BDL),Atlanta (ATL),DL2044,702.17,3117.39
3805,2022-12-28 20:45:00,2022-12-28 22:58:00,Atlanta (ATL),Windsor Locks (BDL),DL2044,510.61,2152.45
3806,2022-12-28 18:00:00,2022-12-28 19:40:00,Columbus (CMH),Atlanta (ATL),DL2336,391.09,1971.98
3807,2022-12-28 15:30:00,2022-12-28 16:59:00,Atlanta (ATL),Columbus (CMH),DL2336,450.57,1644.39
3808,2022-12-28 11:09:00,2022-12-28 14:05:00,Providence (PVD),Atlanta (ATL),DL2716,375.79,943.15
3809,2022-12-28 02:37:00,2022-12-28 04:59:00,Atlanta (ATL),Providence (PVD),DL1191,586.31,3221.67
3810,2022-12-27 12:00:00,2022-12-27 14:03:00,Oklahoma City (OKC),Atlanta (ATL),DL2068,275.28,1257.97
3811,2022-12-27 11:00:00,2022-12-27 13:36:00,New York (LGA),Atlanta (ATL),DL447,584.72,3366.49
3812,2022-12-27 03:35:00,2022-12-27 05:58:00,Atlanta (ATL),Oklahoma City (OKC),DL1690,313.09,2060.4
3813,2023-01-04 23:40:00,2023-01-04 04:29:00,Nashville (BNA),Los Angeles (LAX),DL1227,332.46,3301.13
3814,2023-01-04 18:35:00,2023-01-04 22:30:00,Los Angeles (LAX),Nashville (BNA),DL1227,693.35,1284.12
3815,2023-01-04 13:10:00,2023-01-04 17:25:00,Minneapolis (MSP),Los Angeles (LAX),DL2163,308.49,2218.36
3816,2023-01-04 01:18:00,2023-01-04 04:20:00,Phoenix (PHX),Minneapolis (MSP),DL1412,337.83,1870.24
3817,2023-01-03 20:44:00,2023-01-03 00:08:00,Minneapolis (MSP),Phoenix (PHX),DL1412,695.61,2939.43
3818,2023-01-03 16:03:00,2023-01-03 19:34:00,Orlando (MCO),Minneapolis (MSP),DL1739,570.24,848.15
3819,2023-01-03 12:05:00,2023-01-03 14:53:00,New York (LGA),Orlando (MCO),DL2375,624.84,2183.69
