Id_delta	depart_date_time	arrive_date_time	depart_airport	arrive_airport	flight_number	flight_cost_coach	flight_cost_business	flight_cost_first	org_dest_code
2816	2023-01-02 16:35:00	2023-01-02 17:50:00	Burbank (BUR)	Las Vegas (LAS)	WN3352	1021.44	3951.81	6716.1	BUR_LAS
2817	2023-01-02 14:45:00	2023-01-02 16:00:00	San Francisco (SFO)	Burbank (BUR)	WN3733	332.17	3660.05	5612.62	
2818	2023-01-02 04:55:00	2023-01-02 06:05:00	Burbank (BUR)	San Francisco (SFO)	WN1228	488.03	2842.64	8270.28	BUR_SFO
2819	2023-01-02 03:05:00	2023-01-02 04:15:00	Sacramento (SMF)	Burbank (BUR)	WN1693	617.47	3949.32	3674.19	
2820	2023-01-02 01:00:00	2023-01-02 02:30:00	Santa Ana (SNA)	Sacramento (SMF)	WN983	972.56	2749.75	7461.73	
2821	2023-01-01 23:10:00	2023-01-01 00:25:00	Phoenix (PHX)	Santa Ana (SNA)	WN983	512.33	3805.73	5559.85	
2822	2023-01-01 21:10:00	2023-01-01 22:30:00	Santa Ana (SNA)	Phoenix (PHX)	WN2067	938.14	2624.29	3561.77	
2823	2023-01-01 19:15:00	2023-01-01 20:30:00	San Jose (SJC)	Santa Ana (SNA)	WN2067	393.52	751.19	6598.73	
2824	2023-01-01 17:10:00	2023-01-01 18:35:00	Santa Ana (SNA)	San Jose (SJC)	WN1353	1000.06	4182.54	2823.86	
2825	2023-01-01 15:10:00	2023-01-01 16:35:00	Phoenix (PHX)	Santa Ana (SNA)	WN1353	370.96	3938.04	7393.78	
2826	2023-01-01 13:10:00	2023-01-01 14:30:00	Ontario (ONT)	Phoenix (PHX)	WN161	153.25	2415.2	2931.88	
2827	2023-01-01 04:05:00	2023-01-01 05:30:00	Oakland (OAK)	Ontario (ONT)	WN1514	879.93	1796.71	7432.19	
2828	2023-01-01 01:30:00	2023-01-01 03:10:00	Boise (BOI)	Oakland (OAK)	WN1514	220.18	2377.65	4660.04	BOI_OAK
2829	2022-12-31 22:45:00	2022-12-31 01:00:00	San Diego (SAN)	Boise (BOI)	WN2408	559.81	3585.35	5259.1	
2830	2022-12-31 20:50:00	2022-12-31 22:05:00	Phoenix (PHX)	San Diego (SAN)	WN2408	763.7	748.78	7040.12	
2831	2022-12-31 18:50:00	2022-12-31 20:00:00	Ontario (ONT)	Phoenix (PHX)	WN1040	297.83	3514.76	7452.41	
2832	2022-12-31 17:00:00	2022-12-31 18:15:00	San Jose (SJC)	Ontario (ONT)	WN1040	812.4	3784.17	3537.34	
2833	2022-12-31 13:35:00	2022-12-31 16:20:00	Denver (DEN)	San Jose (SJC)	WN1040	349.8	3441.42	6785.95	DEN_SJC
2834	2022-12-31 04:55:00	2022-12-31 06:45:00	Phoenix (PHX)	Denver (DEN)	WN3328	1017.24	1413.72	8405.74	
2835	2022-12-31 02:10:00	2022-12-31 03:35:00	Burbank (BUR)	Phoenix (PHX)	WN895	311.6	2883.03	7038.96	BUR_PHX
2836	2022-12-31 00:15:00	2022-12-31 01:25:00	Oakland (OAK)	Burbank (BUR)	WN895	766.87	3272.94	6841.5	
2837	2022-12-30 22:20:00	2022-12-30 23:35:00	Long Beach (LGB)	Oakland (OAK)	WN2865	370.55	3958.09	3783.25	
2838	2022-12-30 20:15:00	2022-12-30 21:40:00	Sacramento (SMF)	Long Beach (LGB)	WN3319	1124.93	2234.13	3761.47	
2839	2022-12-30 18:05:00	2022-12-30 19:35:00	Portland (PDX)	Sacramento (SMF)	WN3319	427.89	3777.33	4573.47	
2840	2022-12-30 15:25:00	2022-12-30 17:20:00	San Jose (SJC)	Portland (PDX)	WN2618	976.18	1354.87	4289.9	
2841	2022-12-30 01:35:00	2022-12-30 04:15:00	Denver (DEN)	San Jose (SJC)	WN3237	1043.55	2206.71	6592.21	DEN_SJC
2842	2022-12-29 21:45:00	2022-12-29 23:55:00	Dallas (DAL)	Denver (DEN)	WN3418	1066.35	2824.28	5159.11	DAL_DEN
2843	2022-12-29 19:00:00	2022-12-29 20:20:00	Kansas City (MCI)	Dallas (DAL)	WN8642	960.02	3075.96	5197.11	MCI_DAL
2844	2022-12-28 19:35:00	2022-12-28 21:05:00	Chicago (MDW)	Kansas City (MCI)	WN3344	620.04	2441.7	4208.29	MDW_MCI
2845	2022-12-28 16:25:00	2022-12-28 18:40:00	Colorado Springs (COS)	Chicago (MDW)	WN2851	524.93	2662.54	3463.9	COS_MDW
2846	2022-12-28 13:40:00	2022-12-28 15:40:00	Dallas (DAL)	Colorado Springs (COS)	WN2745	1108.36	3920.04	5087.46	DAL_COS
2847	2022-12-28 02:05:00	2022-12-28 04:55:00	Orlando (MCO)	Dallas (DAL)	WN3146	712.86	792.21	5920.4	
2848	2022-12-28 00:25:00	2022-12-28 02:50:00	Baltimore (BWI)	Orlando (MCO)	WN3001	556.07	2498.85	3884.7	BWI_MCO
2849	2022-12-27 20:45:00	2022-12-27 22:25:00	Chicago (MDW)	Baltimore (BWI)	WN2019	398.04	2379.97	4673.85	MDW_BWI
2850	2022-12-27 14:50:00	2022-12-27 18:05:00	Phoenix (PHX)	Chicago (MDW)	WN1053	764.53	2858.28	4670.37	
2851	2023-01-04 23:30:00	2023-01-04 01:00:00	Louisville (SDF)	Baltimore (BWI)	WN1276	581.48	1582.95	6148.86	
2852	2023-01-04 20:45:00	2023-01-04 22:50:00	Houston (HOU)	Louisville (SDF)	WN1276	544.04	2758.25	7472.93	HOU_SDF
2853	2023-01-04 16:50:00	2023-01-04 20:00:00	Long Beach (LGB)	Houston (HOU)	WN1276	256.93	3636.36	8360.59	
2854	2023-01-04 14:45:00	2023-01-04 16:15:00	Oakland (OAK)	Long Beach (LGB)	WN1276	229.17	1062.07	8074.36	
2855	2023-01-04 05:20:00	2023-01-04 06:40:00	Burbank (BUR)	Oakland (OAK)	WN604	1114.98	2635.14	3791.24	BUR_OAK
2856	2023-01-04 03:20:00	2023-01-04 04:35:00	Oakland (OAK)	Burbank (BUR)	WN1442	658.25	3970.66	6324.43	
2857	2023-01-03 23:55:00	2023-01-03 02:40:00	Denver (DEN)	Oakland (OAK)	WN1442	352.04	2164.97	5895.45	DEN_OAK
2858	2023-01-03 21:15:00	2023-01-03 23:10:00	Kansas City (MCI)	Denver (DEN)	WN1442	641.34	2274.25	4867.21	MCI_DEN
2859	2023-01-03 17:45:00	2023-01-03 20:35:00	Washington (DCA)	Kansas City (MCI)	WN1442	634.46	4031.67	3054.72	
2860	2023-01-03 14:40:00	2023-01-03 16:55:00	Kansas City (MCI)	Washington (DCA)	WN2239	798.15	946.19	4561.72	MCI_DCA
2861	2023-01-03 11:05:00	2023-01-03 14:05:00	Tampa (TPA)	Kansas City (MCI)	WN1406	922.32	3619.71	7535.62	
2862	2023-01-03 03:00:00	2023-01-03 05:30:00	Kansas City (MCI)	Tampa (TPA)	WN10	598.63	4174.41	4424.46	MCI_TPA
2863	2023-01-03 00:50:00	2023-01-03 02:20:00	Dallas (DAL)	Kansas City (MCI)	WN10	255.69	945.81	4330.85	DAL_MCI
2864	2023-01-02 23:00:00	2023-01-02 00:05:00	Houston (HOU)	Dallas (DAL)	WN10	878.72	2368.33	3978.84	HOU_DAL
2865	2023-01-02 19:10:00	2023-01-02 22:15:00	Ontario (ONT)	Houston (HOU)	WN10	727.78	2588.66	6344.12	
2866	2023-01-02 17:20:00	2023-01-02 18:35:00	San Jose (SJC)	Ontario (ONT)	WN10	1007.34	1611.33	6978.59	
2867	2023-01-02 15:20:00	2023-01-02 16:45:00	Las Vegas (LAS)	San Jose (SJC)	WN2657	405.54	1490.68	3803.67	LAS_SJC
2868	2023-01-02 13:15:00	2023-01-02 14:35:00	Tucson (TUS)	Las Vegas (LAS)	WN2657	809.47	3235.63	7448.66	
2869	2023-01-02 04:50:00	2023-01-02 06:50:00	Denver (DEN)	Tucson (TUS)	WN2402	410.08	2942.35	7449.15	DEN_TUS
2870	2023-01-02 00:55:00	2023-01-02 04:00:00	Birmingham (BHM)	Denver (DEN)	WN2402	996.57	3470.89	7121.31	BHM_DEN
2871	2023-01-01 22:45:00	2023-01-01 00:20:00	Dallas (DAL)	Birmingham (BHM)	WN281	220.78	3193.43	7932.39	DAL_BHM
2872	2023-01-01 19:10:00	2023-01-01 22:00:00	Charleston (CHS)	Dallas (DAL)	WN146	941.56	1958.79	6329.8	CHS_DAL
2873	2023-01-01 16:10:00	2023-01-01 18:35:00	Dallas (DAL)	Charleston (CHS)	WN982	410.63	2750.66	5374.46	DAL_CHS
2874	2023-01-01 14:40:00	2023-01-01 15:35:00	Austin (AUS)	Dallas (DAL)	WN982	985.99	773.08	8423.45	AUS_DAL
2875	2023-01-01 12:45:00	2023-01-01 14:00:00	Lubbock (LBB)	Austin (AUS)	WN982	750.54	1707.99	4067.81	
2876	2023-01-01 00:20:00	2023-01-01 01:40:00	Denver (DEN)	Dallas (DAL)	WN3029	409.27	1268.78	3109.74	DEN_DAL
2877	2022-12-31 22:05:00	2022-12-31 00:25:00	Los Angeles (LAX)	Denver (DEN)	WN2500	281.03	2639.39	8174.19	
2878	2022-12-31 19:20:00	2022-12-31 20:45:00	Sacramento (SMF)	Los Angeles (LAX)	WN3277	1171.34	1976.33	7327.48	
2879	2022-12-31 15:55:00	2022-12-31 17:40:00	San Diego (SAN)	Sacramento (SMF)	WN762	179.82	3701.2	2536.93	
2880	2022-12-31 14:00:00	2022-12-31 15:15:00	Phoenix (PHX)	San Diego (SAN)	WN762	242.82	1862.98	3281.62	
2881	2022-12-31 02:00:00	2022-12-31 04:40:00	Dallas (DAL)	Phoenix (PHX)	WN3376	1179.52	3775.98	6474.84	DAL_PHX
2882	2022-12-30 22:50:00	2022-12-30 01:15:00	Chicago (MDW)	Dallas (DAL)	WN3376	644.29	1844.81	7366.69	MDW_DAL
2883	2022-12-30 19:35:00	2022-12-30 21:45:00	Baltimore (BWI)	Chicago (MDW)	WN4001	1082.63	980.42	8296.2	BWI_MDW
2884	2022-12-30 17:10:00	2022-12-30 18:50:00	Portland (PWM)	Baltimore (BWI)	WN546	1053.52	3920.35	7280.94	
2885	2022-12-30 15:10:00	2022-12-30 16:40:00	Baltimore (BWI)	Portland (PWM)	WN1052	659.95	738.91	3149.43	BWI_PWM
2886	2022-12-30 11:30:00	2022-12-30 13:05:00	Syracuse (SYR)	Baltimore (BWI)	WN4804	383.75	1935.47	7465.17	
2887	2022-12-29 17:15:00	2022-12-29 18:07:00	Manchester (MHT)	Syracuse (SYR)	WN8547	1041.47	1010.14	6226.18	
2888	2022-12-29 04:45:00	2022-12-29 07:00:00	Nashville (BNA)	Houston (HOU)	WN2416	1102.18	1942.76	6867.82	
2889	2022-12-29 02:05:00	2022-12-29 03:45:00	Jacksonville (JAX)	Nashville (BNA)	WN2416	419.3	4198.43	8047.04	JAX_BNA
2890	2022-12-28 23:35:00	2022-12-28 01:30:00	Houston (HOU)	Jacksonville (JAX)	WN1173	1118.92	2719.2	2905.97	HOU_JAX
2891	2022-12-28 20:20:00	2022-12-28 22:55:00	Louisville (SDF)	Houston (HOU)	WN2191	1029.87	2006.93	2997.32	
2892	2022-12-28 15:00:00	2022-12-28 16:40:00	Birmingham (BHM)	Orlando (MCO)	WN3511	796.83	3597.55	7926.57	BHM_MCO
2893	2022-12-28 01:05:00	2022-12-28 03:45:00	Manchester (MHT)	Chicago (MDW)	WN3345	380.38	2669.34	3465.65	
2894	2022-12-27 15:20:00	2022-12-27 16:45:00	Baltimore (BWI)	Manchester (MHT)	WN1751	614.03	2048.81	3682.11	BWI_MHT
2895	2022-12-27 12:35:00	2022-12-27 14:45:00	Orlando (MCO)	Baltimore (BWI)	WN1751	1019	3304.13	4342.29	
2896	2023-01-05 03:25:00	2023-01-05 05:50:00	Dallas (DAL)	Orlando (MCO)	WN1242	446.94	3900.61	6696.26	DAL_MCO
2897	2023-01-05 01:10:00	2023-01-05 02:45:00	Kansas City (MCI)	Dallas (DAL)	WN1242	670.07	1961.04	4554.31	MCI_DAL
2898	2023-01-04 23:30:00	2023-01-04 00:35:00	St. Louis (STL)	Kansas City (MCI)	WN1242	602.41	1724.14	3923.3	
2899	2023-01-04 20:40:00	2023-01-04 22:50:00	Raleigh-Durham (RDU)	St. Louis (STL)	WN1242	1003.18	2735.98	3121.56	
2900	2023-01-04 18:15:00	2023-01-04 20:00:00	St. Louis (STL)	Raleigh-Durham (RDU)	WN694	944.82	2024.24	4621.28	
2901	2023-01-04 15:45:00	2023-01-04 17:35:00	Pittsburgh (PIT)	St. Louis (STL)	WN541	778.43	1173.9	4200.34	
2902	2023-01-04 13:25:00	2023-01-04 15:10:00	Atlanta (ATL)	Pittsburgh (PIT)	WN3043	797.66	2019.26	4200.6	ATL_PIT
2903	2023-01-03 11:50:00	2023-01-03 16:10:00	Atlanta (ATL)	Phoenix (PHX)	WN3360	846.04	2518.57	3210.62	ATL_PHX
2904	2023-01-02 22:45:00	2023-01-02 00:40:00	Miami (MIA)	Atlanta (ATL)	WN937	599.71	3428.41	2536.66	
2905	2023-01-02 19:25:00	2023-01-02 22:05:00	Dallas (DAL)	Miami (MIA)	WN407	660.4	2714.17	8084.03	DAL_MIA
2906	2023-01-02 16:25:00	2023-01-02 18:45:00	Louisville (SDF)	Dallas (DAL)	WN647	589.71	3639.64	8089.69	
2907	2023-01-02 13:50:00	2023-01-02 15:55:00	Tampa (TPA)	Louisville (SDF)	WN647	512.54	2460.59	8376.14	
2908	2023-01-02 10:50:00	2023-01-02 13:15:00	Indianapolis (IND)	Tampa (TPA)	WN1354	1150.1	3892.07	5011.66	IND_TPA
2909	2023-01-02 01:20:00	2023-01-02 03:40:00	Denver (DEN)	Indianapolis (IND)	WN1688	859.92	3267.78	7686.75	DEN_IND
2910	2023-01-01 22:45:00	2023-01-01 00:30:00	Phoenix (PHX)	Denver (DEN)	WN1688	299.02	2256.86	7245.72	
2911	2023-01-01 20:10:00	2023-01-01 22:05:00	Denver (DEN)	Phoenix (PHX)	WN2314	967.38	2258.85	7990.54	DEN_PHX
2912	2023-01-01 17:10:00	2023-01-01 19:25:00	Austin (AUS)	Denver (DEN)	WN2314	1165.53	3181.39	6994.68	AUS_DEN
2913	2023-01-01 11:00:00	2023-01-01 12:20:00	Austin (AUS)	New Orleans (MSY)	WN4686	359.22	3918.11	2760.34	AUS_MSY
2914	2023-01-01 02:00:00	2023-01-01 04:55:00	Orlando (MCO)	Austin (AUS)	WN1348	499.79	2285.11	3875.71	
2915	2022-12-31 23:40:00	2022-12-31 01:20:00	Raleigh-Durham (RDU)	Orlando (MCO)	WN1348	173.26	2906.52	5462.47	
2916	2022-12-31 21:15:00	2022-12-31 23:05:00	Tampa (TPA)	Raleigh-Durham (RDU)	WN2204	340.28	1365.57	2557.84	
2917	2022-12-31 16:30:00	2022-12-31 20:35:00	Las Vegas (LAS)	Tampa (TPA)	WN2204	223.89	1336.8	6918.55	
2918	2022-12-31 14:20:00	2022-12-31 15:35:00	Santa Barbara (SBA)	Las Vegas (LAS)	WN2204	215.5	3648.54	3542.61	
2919	2022-12-31 05:30:00	2022-12-31 06:45:00	Las Vegas (LAS)	Santa Barbara (SBA)	WN2333	395.32	1257.57	6829.7	
2920	2022-12-31 02:55:00	2022-12-31 04:55:00	Bozeman (BZN)	Las Vegas (LAS)	WN2333	587.09	2279.16	4996.18	BZN_LAS
2921	2022-12-31 00:30:00	2022-12-31 02:15:00	Denver (DEN)	Bozeman (BZN)	WN2302	815.58	3635.13	4424.45	DEN_BZN
2922	2022-12-30 21:20:00	2022-12-30 23:50:00	Los Angeles (LAX)	Denver (DEN)	WN2302	565.3	2413.69	5009.31	
2923	2022-12-30 19:00:00	2022-12-30 20:35:00	Tucson (TUS)	Los Angeles (LAX)	WN2392	973.32	1848.4	6585.8	
2924	2022-12-30 17:10:00	2022-12-30 18:25:00	San Diego (SAN)	Tucson (TUS)	WN1663	524.69	3933.38	5457.07	
2925	2022-12-30 15:00:00	2022-12-30 16:35:00	Sacramento (SMF)	San Diego (SAN)	WN1663	491.34	1064.33	4260.72	
2926	2022-12-29 06:10:00	2022-12-29 08:30:00	Los Angeles (LAX)	Denver (DEN)	WN4895	1115.88	4143.12	4240.81	
2927	2022-12-29 04:30:00	2022-12-29 07:35:00	Los Angeles (LAX)	Houston (HOU)	WN383	719.39	2424.29	2782.83	
2928	2022-12-29 01:45:00	2022-12-29 05:10:00	Dallas (DAL)	Los Angeles (LAX)	WN4808	847.37	3639.68	4026.71	DAL_LAX
2929	2022-12-28 22:25:00	2022-12-28 01:00:00	Chicago (ORD)	Dallas (DAL)	WN4808	429.07	985.5	4853.68	ORD_DAL
2930	2022-12-28 17:20:00	2022-12-28 21:50:00	Miami (MIA)	Denver (DEN)	WN2902	547.08	884.34	5135.94	
2931	2022-12-28 17:20:00	2022-12-28 18:25:00	Houston (IAH)	Dallas (DAL)	WN3278	238.8	1216.87	5760.29	IAH_DAL
2932	2022-12-28 15:25:00	2022-12-28 16:45:00	New Orleans (MSY)	Houston (IAH)	WN3278	698.63	3980.51	8298.72	
2933	2022-12-28 14:20:00	2022-12-28 16:35:00	Houston (HOU)	Miami (MIA)	WN3414	300	2584.63	6992.49	HOU_MIA
2934	2022-12-28 11:45:00	2022-12-28 14:45:00	Baltimore (BWI)	New Orleans (MSY)	WN3278	264.36	3446.2	5819.58	BWI_MSY
2935	2022-12-28 03:30:00	2022-12-28 05:20:00	Milwaukee (MKE)	Baltimore (BWI)	WN696	370.25	3864.24	5056.28	
2936	2022-12-28 00:50:00	2022-12-28 02:55:00	Baltimore (BWI)	Milwaukee (MKE)	WN3597	361.83	3088.99	7194.74	BWI_MKE
2937	2022-12-27 12:50:00	2022-12-27 15:00:00	San Antonio (SAT)	Nashville (BNA)	WN3698	916.6	3778.15	4568.6	
2938	2023-01-05 02:45:00	2023-01-05 05:25:00	Tampa (TPA)	Chicago (MDW)	WN1551	242.53	2438.52	6023.37	
2939	2023-01-05 00:15:00	2023-01-05 02:10:00	Houston (HOU)	Tampa (TPA)	WN1551	383.56	3531.11	3915.05	HOU_TPA
2940	2023-01-04 20:10:00	2023-01-04 22:45:00	Belize City (BZE)	Houston (HOU)	WN1013	963.56	4092.32	4702.22	BZE_HOU
2941	2023-01-04 16:55:00	2023-01-04 19:15:00	Houston (HOU)	Belize City (BZE)	WN847	383.47	2505.48	4078.78	HOU_BZE
2942	2023-01-04 13:00:00	2023-01-04 15:30:00	Phoenix (PHX)	Houston (HOU)	WN453	859.55	2057.49	2906.74	
2943	2023-01-03 23:25:00	2023-01-03 02:55:00	Baltimore (BWI)	Dallas (DAL)	WN490	991.91	3355.84	8432.58	BWI_DAL
2944	2023-01-03 21:25:00	2023-01-03 22:45:00	Syracuse (SYR)	Baltimore (BWI)	WN490	733.09	1905.36	3500.78	
2945	2023-01-03 19:35:00	2023-01-03 20:45:00	Baltimore (BWI)	Syracuse (SYR)	WN2367	1040.04	2658.8	4556.83	BWI_SYR
2946	2023-01-03 17:10:00	2023-01-03 18:55:00	Portland (PWM)	Baltimore (BWI)	WN1139	398.18	2070.11	3889.62	
2947	2023-01-03 15:15:00	2023-01-03 16:40:00	Baltimore (BWI)	Portland (PWM)	WN1457	1102.71	2980.15	5029.26	BWI_PWM
2948	2023-01-03 13:15:00	2023-01-03 14:40:00	Providence (PVD)	Baltimore (BWI)	WN438	930.7	898.08	3621.77	
2949	2023-01-03 11:20:00	2023-01-03 12:45:00	Baltimore (BWI)	Providence (PVD)	WN538	433.73	3427.52	3333.77	BWI_PVD
2950	2023-01-03 03:40:00	2023-01-03 05:45:00	Orlando (MCO)	Baltimore (BWI)	WN3578	961.48	3276.22	8391.89	
2951	2023-01-02 23:55:00	2023-01-02 01:50:00	Nashville (BNA)	Orlando (MCO)	WN3311	824.47	3719.69	5751.19	
2952	2023-01-02 21:10:00	2023-01-02 23:15:00	Orlando (MCO)	Nashville (BNA)	WN2003	976.73	4144.14	8423.83	
2953	2023-01-02 18:10:00	2023-01-02 20:30:00	St. Louis (STL)	Orlando (MCO)	WN3399	897.53	3173.38	2636.06	
2954	2023-01-02 15:25:00	2023-01-02 17:25:00	Houston (HOU)	St. Louis (STL)	WN3399	357.94	1523.12	7508.66	HOU_STL
2955	2023-01-02 13:00:00	2023-01-02 14:45:00	Tulsa (TUL)	Houston (HOU)	WN2749	1194.31	1604.86	6299.84	
2956	2023-01-02 04:00:00	2023-01-02 05:20:00	Houston (HOU)	Tulsa (TUL)	WN3143	1101.29	1809.37	7087.72	HOU_TUL
2957	2023-01-02 00:25:00	2023-01-02 02:35:00	St. Louis (STL)	Houston (HOU)	WN62	173.85	2780.62	7345.46	
2958	2023-01-01 22:40:00	2023-01-01 23:45:00	Omaha (OMA)	St. Louis (STL)	WN62	1056.33	2450.41	6923.8	
2959	2023-01-01 19:20:00	2023-01-01 22:00:00	Las Vegas (LAS)	Omaha (OMA)	WN62	700.32	2098.13	6158.99	LAS_OMA
2960	2023-01-01 03:35:00	2023-01-01 04:55:00	Reno (RNO)	Las Vegas (LAS)	WN285	310.91	2965.8	2584.84	
2961	2023-01-01 01:35:00	2023-01-01 03:00:00	Las Vegas (LAS)	Reno (RNO)	WN1973	245.25	3819.39	3212.02	LAS_RNO
2962	2022-12-31 19:15:00	2022-12-31 00:40:00	Baltimore (BWI)	Las Vegas (LAS)	WN1973	347.84	2902.79	8163.93	BWI_LAS
2963	2022-12-31 14:00:00	2022-12-31 18:30:00	Las Vegas (LAS)	Baltimore (BWI)	WN2213	840.84	2663.85	8219.33	LAS_BWI
2964	2022-12-31 05:50:00	2022-12-31 07:05:00	Reno (RNO)	Las Vegas (LAS)	WN344	850.23	1168.6	5707.49	
2965	2022-12-31 03:30:00	2022-12-31 05:10:00	San Diego (SAN)	Reno (RNO)	WN2529	589.01	1955.24	5249.68	
2966	2022-12-31 01:30:00	2022-12-31 02:55:00	Sacramento (SMF)	San Diego (SAN)	WN2425	944.22	3233.78	4887.74	
2967	2022-12-30 22:15:00	2022-12-30 00:50:00	Denver (DEN)	Sacramento (SMF)	WN2425	618.53	1323.39	3185.06	DEN_SMF
2968	2022-12-30 19:10:00	2022-12-30 21:25:00	Burbank (BUR)	Denver (DEN)	WN1329	1030.76	1384.25	6629.94	BUR_DEN
2969	2022-12-30 16:00:00	2022-12-30 17:15:00	Las Vegas (LAS)	Burbank (BUR)	WN3202	657.54	1423.31	5744.45	LAS_BUR
2970	2022-12-30 13:45:00	2022-12-30 15:10:00	Sacramento (SMF)	Las Vegas (LAS)	WN1250	474.9	4031.46	4963.78	
2971	2022-12-28 22:15:00	2022-12-28 00:50:00	Denver (DEN)	Sacramento (SMF)	WN2425	961.7	3904.72	5926.28	DEN_SMF
2972	2022-12-28 19:10:00	2022-12-28 21:25:00	Burbank (BUR)	Denver (DEN)	WN1329	1012.07	2472.35	6943.55	BUR_DEN
2973	2022-12-28 16:10:00	2022-12-28 17:40:00	Phoenix (PHX)	Burbank (BUR)	WN3448	216.86	2287.43	3282.76	
2974	2022-12-28 00:10:00	2022-12-28 02:10:00	Denver (DEN)	Phoenix (PHX)	WN3048	761.73	1896.36	8057.55	DEN_PHX
2975	2022-12-27 20:40:00	2022-12-27 22:55:00	Santa Ana (SNA)	Denver (DEN)	WN2472	935.16	1578.35	6406.84	
2976	2022-12-27 17:30:00	2022-12-27 20:05:00	Denver (DEN)	Santa Ana (SNA)	WN149	289.41	2332.18	3810.78	DEN_SNA
2977	2022-12-27 11:25:00	2022-12-27 14:55:00	Atlanta (ATL)	Denver (DEN)	WN2849	537.75	2656	3316.31	ATL_DEN
2978	2023-01-04 19:40:00	2023-01-04 23:20:00	Denver (DEN)	Fort Lauderdale (FLL)	WN1517	825.6	1402.6	2822.3	DEN_FLL
2979	2023-01-04 17:50:00	2023-01-04 18:55:00	Montrose (MTJ)	Denver (DEN)	WN1517	755.34	1351.11	5350.03	
2980	2023-01-04 16:10:00	2023-01-04 17:10:00	Denver (DEN)	Montrose (MTJ)	WN2047	464.6	2394.87	3616.93	DEN_MTJ
2981	2023-01-04 11:05:00	2023-01-04 15:25:00	Baltimore (BWI)	Denver (DEN)	WN2047	680.63	1816.45	2518.56	BWI_DEN
2982	2023-01-04 01:10:00	2023-01-04 04:30:00	Denver (DEN)	Baltimore (BWI)	WN1220	782.73	1367.21	6302.27	DEN_BWI
2983	2023-01-03 22:00:00	2023-01-03 00:10:00	Dallas (DAL)	Denver (DEN)	WN1220	1035.28	885.94	4015.18	DAL_DEN
2984	2023-01-03 19:35:00	2023-01-03 21:15:00	Albuquerque (ABQ)	Dallas (DAL)	WN1101	1136.2	1115.01	7126.06	ABQ_DAL
2985	2023-01-03 17:30:00	2023-01-03 18:55:00	Las Vegas (LAS)	Albuquerque (ABQ)	WN1101	474.43	1742.62	5518.16	LAS_ABQ
2986	2023-01-03 13:40:00	2023-01-03 16:45:00	Dallas (DAL)	Las Vegas (LAS)	WN1859	303.01	3485.92	2845.26	DAL_LAS
2987	2023-01-03 11:20:00	2023-01-03 12:35:00	Lubbock (LBB)	Dallas (DAL)	WN2419	201.96	2955.57	5214.48	
2988	2023-01-03 02:55:00	2023-01-03 04:05:00	Dallas (DAL)	Lubbock (LBB)	WN480	209.69	766.72	3625.86	DAL_LBB
2989	2023-01-03 00:30:00	2023-01-03 02:20:00	Denver (DEN)	Dallas (DAL)	WN1399	751.82	3711.22	3540.74	DEN_DAL
2990	2023-01-02 21:55:00	2023-01-02 23:45:00	Phoenix (PHX)	Denver (DEN)	WN1399	722.03	2674.04	4026.48	
2991	2023-01-02 17:10:00	2023-01-02 18:45:00	Burbank (BUR)	Phoenix (PHX)	WN196	265.41	2503.83	2894.22	BUR_PHX
2992	2023-01-02 15:10:00	2023-01-02 16:20:00	San Jose (SJC)	Burbank (BUR)	WN196	904.8	1697.51	7628.01	
2993	2023-01-02 04:55:00	2023-01-02 06:15:00	Santa Ana (SNA)	San Jose (SJC)	WN1048	862.58	3275.97	4177.74	
2994	2023-01-02 03:10:00	2023-01-02 04:15:00	Las Vegas (LAS)	Santa Ana (SNA)	WN1048	876.32	3938.53	5057.73	
2995	2023-01-02 01:35:00	2023-01-02 02:35:00	Ontario (ONT)	Las Vegas (LAS)	WN1146	588.47	1812.69	4028.15	
2996	2023-01-01 23:35:00	2023-01-01 00:55:00	Oakland (OAK)	Ontario (ONT)	WN1146	684.06	4146.53	5819.49	
2997	2023-01-01 21:35:00	2023-01-01 22:55:00	Burbank (BUR)	Oakland (OAK)	WN969	209.9	1930.75	6357.19	BUR_OAK
2998	2023-01-01 19:40:00	2023-01-01 20:55:00	Sacramento (SMF)	Burbank (BUR)	WN101	1148.9	714.58	8218.48	
2999	2023-01-01 17:20:00	2023-01-01 19:00:00	Las Vegas (LAS)	Sacramento (SMF)	WN729	848.97	3019.58	4870.93	LAS_SMF
3000	2023-01-01 15:30:00	2023-01-01 16:45:00	Phoenix (PHX)	Las Vegas (LAS)	WN729	494.89	3605.09	6736.84	
3001	2023-01-01 13:00:00	2023-01-01 14:50:00	Sacramento (SMF)	Phoenix (PHX)	WN2601	784.21	811.69	4778.52	
3002	2023-01-01 02:55:00	2023-01-01 04:30:00	San Diego (SAN)	Sacramento (SMF)	WN1105	525.29	991.53	6124.78	
3003	2022-12-31 23:10:00	2022-12-31 02:20:00	Austin (AUS)	San Diego (SAN)	WN1105	815.36	2153.51	6161.94	AUS_SAN
3004	2022-12-31 19:35:00	2022-12-31 22:30:00	Orlando (MCO)	Austin (AUS)	WN1105	1022.26	1677.8	6984.68	
3005	2022-12-31 16:35:00	2022-12-31 18:55:00	Baltimore (BWI)	Orlando (MCO)	WN1105	310.02	1452.08	4436.78	BWI_MCO
