Id_delta	depart_date_time	arrive_date_time	depart_airport	arrive_airport	flight_number	flight_cost_coach	flight_cost_business	flight_cost_first
2944	2022-12-29 15:22:00	2022-12-29 17:03:00	Atlanta (ATL)	Washington (DCA)	DL306	314.91	3045.65	5361.79
2945	2022-12-29 12:02:00	2022-12-29 14:00:00	Houston (HOU)	Atlanta (ATL)	DL2808	482.22	3435.02	4351.29
2946	2022-12-29 01:57:00	2022-12-29 04:10:00	Atlanta (ATL)	Houston (HOU)	DL2201	439.58	2267.82	6704.22
2947	2022-12-28 22:00:00	2022-12-28 23:33:00	Raleigh-Durham (RDU)	Atlanta (ATL)	DL2600	275.06	3233.83	7051.97
2948	2022-12-28 19:40:00	2022-12-28 20:58:00	Atlanta (ATL)	Raleigh-Durham (RDU)	DL2600	396.38	1140.1	3761.94
2949	2022-12-28 17:15:00	2022-12-28 18:34:00	Charleston (CHS)	Atlanta (ATL)	DL2642	480.82	3427.72	9523.99
2950	2022-12-28 15:05:00	2022-12-28 16:15:00	Atlanta (ATL)	Charleston (CHS)	DL2642	326.16	825.55	6685.42
2951	2022-12-28 11:59:00	2022-12-28 14:05:00	Washington (DCA)	Atlanta (ATL)	DL457	272.59	2472.35	9667.5
2952	2022-12-28 03:20:00	2022-12-28 04:56:00	Atlanta (ATL)	Washington (DCA)	DL537	439.05	2637.69	5990.29
2953	2022-12-27 23:59:00	2022-12-27 02:06:00	Washington (DCA)	Atlanta (ATL)	DL2206	330.07	888.75	7223.11
2954	2022-12-27 21:20:00	2022-12-27 22:59:00	Atlanta (ATL)	Washington (DCA)	DL2206	298.62	1866.34	6593.57
2955	2022-12-27 17:55:00	2022-12-27 19:54:00	Norfolk (ORF)	Atlanta (ATL)	DL1434	408.9	2083.04	4860.22
2956	2022-12-27 15:21:00	2022-12-27 16:55:00	Atlanta (ATL)	Norfolk (ORF)	DL1434	525.27	2298.62	8695.98
2957	2022-12-27 11:09:00	2022-12-27 14:05:00	Providence (PVD)	Atlanta (ATL)	DL2716	569.08	2872.77	7435.51
2958	2022-12-27 02:37:00	2022-12-27 04:59:00	Atlanta (ATL)	Providence (PVD)	DL1191	733.29	1936.24	6709.23
2959	2022-12-26 22:44:00	2022-12-26 01:01:00	San Antonio (SAT)	Atlanta (ATL)	DL1157	517.59	2098.3	4776.67
2960	2023-01-05 06:05:00	2023-01-05 10:26:00	San Diego (SAN)	Detroit (DTW)	DL785	426.29	3019.69	9302.48
2961	2023-01-05 00:45:00	2023-01-05 04:48:00	Minneapolis (MSP)	San Diego (SAN)	DL2969	442.66	1719.75	7380.31
2962	2023-01-04 18:00:00	2023-01-04 20:32:00	Salt Lake City (SLC)	Minneapolis (MSP)	DL2950	594.02	1632.4	4638.79
2963	2023-01-04 11:14:00	2023-01-04 16:49:00	New York (JFK)	Salt Lake City (SLC)	DL354	389.57	1653.36	5508.27
2964	2023-01-04 01:30:00	2023-01-04 03:59:00	Orlando (MCO)	New York (JFK)	DL2325	346.92	2545.81	5527.18
2965	2023-01-03 20:55:00	2023-01-03 00:20:00	Boston (BOS)	Orlando (MCO)	DL1381	523.19	1972.81	4117.26
2966	2023-01-03 16:37:00	2023-01-03 19:45:00	Miami (MIA)	Boston (BOS)	DL2911	406.93	1171.18	8635.08
2967	2023-01-03 12:10:00	2023-01-03 15:27:00	Boston (BOS)	Miami (MIA)	DL2911	317.98	1108.51	3610.2
2968	2023-01-02 23:15:00	2023-01-02 01:12:00	Detroit (DTW)	Boston (BOS)	DL2258	445.47	796.3	4147.67
2969	2023-01-02 19:00:00	2023-01-02 21:59:00	Fort Lauderdale (FLL)	Detroit (DTW)	DL1658	670	3482.41	5131.79
2970	2023-01-02 14:15:00	2023-01-02 17:34:00	Detroit (DTW)	Fort Lauderdale (FLL)	DL1658	659.72	3220.51	3554.21
2971	2023-01-02 11:00:00	2023-01-02 12:55:00	New York (LGA)	Detroit (DTW)	DL1167	561.96	2352.47	6651.84
2972	2023-01-01 17:31:00	2023-01-01 19:59:00	Orlando (MCO)	New York (LGA)	DL2759	693.8	1854.22	6140.27
2973	2023-01-01 13:00:00	2023-01-01 16:21:00	Minneapolis (MSP)	Orlando (MCO)	DL835	380.56	1103.06	6139.22
2974	2022-12-31 22:46:00	2022-12-31 02:27:00	San Francisco (SFO)	Minneapolis (MSP)	DL885	614.44	3114.33	3228.53
2975	2022-12-31 15:26:00	2022-12-31 19:52:00	Minneapolis (MSP)	San Francisco (SFO)	DL885	515.91	2462.22	4433.91
2976	2022-12-31 11:10:00	2022-12-31 14:16:00	Philadelphia (PHL)	Minneapolis (MSP)	DL2094	503.5	1233.46	9370.95
2977	2022-12-31 01:45:00	2022-12-31 04:24:00	Minneapolis (MSP)	Philadelphia (PHL)	DL2536	649.24	1023.24	4168.09
2978	2022-12-30 20:55:00	2022-12-30 00:35:00	San Francisco (SFO)	Minneapolis (MSP)	DL1152	392.14	2248.26	3381.26
2979	2022-12-30 15:18:00	2022-12-30 19:44:00	Minneapolis (MSP)	San Francisco (SFO)	DL1152	654.88	1230.82	7473.33
2980	2022-12-30 12:00:00	2022-12-30 14:08:00	Indianapolis (IND)	Minneapolis (MSP)	DL2042	506.86	1014.86	5692.79
2981	2022-12-30 02:25:00	2022-12-30 04:07:00	Minneapolis (MSP)	Indianapolis (IND)	DL2667	361.45	1253.7	4306.47
2982	2022-12-29 23:15:00	2022-12-29 01:15:00	Denver (DEN)	Minneapolis (MSP)	DL1318	279.38	1960.83	4230.57
2983	2022-12-29 18:45:00	2022-12-29 22:05:00	Atlanta (ATL)	Denver (DEN)	DL514	445.46	2850.38	5762.39
2984	2022-12-29 14:10:00	2022-12-29 17:09:00	Albuquerque (ABQ)	Atlanta (ATL)	DL1026	705.98	1341.84	8384.41
2985	2022-12-29 01:25:00	2022-12-29 04:52:00	Atlanta (ATL)	Albuquerque (ABQ)	DL2955	488.78	2966.61	6172.12
2986	2022-12-28 20:39:00	2022-12-28 23:45:00	Boston (BOS)	Atlanta (ATL)	DL365	584.71	2636.33	5684.01
2987	2022-12-28 16:33:00	2022-12-28 19:29:00	Orlando (MCO)	Boston (BOS)	DL2248	483.64	1086.79	8294.87
2988	2022-12-28 12:00:00	2022-12-28 15:23:00	Minneapolis (MSP)	Orlando (MCO)	DL2321	275.46	1210.12	9999.99
2989	2022-12-28 01:07:00	2022-12-28 04:12:00	Las Vegas (LAS)	Minneapolis (MSP)	DL2067	557.37	1506.13	3834.28
2990	2022-12-27 22:33:00	2022-12-27 23:57:00	Salt Lake City (SLC)	Las Vegas (LAS)	DL2696	371.43	2724.99	6063.44
2991	2023-01-04 12:40:00	2023-01-04 15:29:00	Washington (DCA)	Minneapolis (MSP)	DL2675	448.29	3309.82	8800.33
2992	2023-01-03 22:00:00	2023-01-03 00:23:00	Minneapolis (MSP)	Washington (DCA)	DL1619	716.37	918.96	3695.9
2993	2023-01-03 17:55:00	2023-01-03 20:33:00	Austin (AUS)	Minneapolis (MSP)	DL2320	599.54	2588.61	6524.6
2994	2023-01-03 13:25:00	2023-01-03 16:55:00	Detroit (DTW)	Austin (AUS)	DL2509	458.98	1583.73	9883.86
2995	2023-01-03 06:15:00	2023-01-03 07:10:00	Lansing (LAN)	Detroit (DTW)	DL8830	375.27	2505.7	3185.56
2996	2023-01-03 04:30:00	2023-01-03 05:40:00	Chicago (ORD)	Lansing (LAN)	DL8904	497.6	2424.63	6067.19
2997	2023-01-03 01:10:00	2023-01-03 02:30:00	Detroit (DTW)	Chicago (ORD)	DL8904	685.51	752.91	9069.21
2998	2023-01-02 19:15:00	2023-01-02 22:06:00	Austin (AUS)	Detroit (DTW)	DL1121	375.85	859.15	7293.9
2999	2023-01-02 15:13:00	2023-01-02 18:15:00	Minneapolis (MSP)	Austin (AUS)	DL2439	390.88	2737.83	8540.01
3000	2023-01-02 11:10:00	2023-01-02 14:04:00	Charlotte (CLT)	Minneapolis (MSP)	DL1207	416.94	2955.94	5968.32
3001	2023-01-01 22:15:00	2023-01-01 00:42:00	Minneapolis (MSP)	Charlotte (CLT)	DL2356	306.2	867.3	6783.65
3002	2023-01-01 16:35:00	2023-01-01 19:20:00	Washington (DCA)	Minneapolis (MSP)	DL2093	430.86	1103.45	6995.38
3003	2023-01-01 00:35:00	2023-01-01 03:02:00	Minneapolis (MSP)	Washington (DCA)	DL1619	458.82	1072.9	3019.16
3004	2022-12-31 19:50:00	2022-12-31 22:42:00	Baltimore (BWI)	Minneapolis (MSP)	DL2254	576.23	3473.19	3328.45
3005	2022-12-31 16:25:00	2022-12-31 18:47:00	Minneapolis (MSP)	Baltimore (BWI)	DL2254	556.35	1858.46	9836.61
3006	2022-12-31 12:45:00	2022-12-31 15:25:00	Austin (AUS)	Minneapolis (MSP)	DL2563	743.46	1290.23	6886.09
3007	2022-12-31 01:40:00	2022-12-31 05:10:00	Detroit (DTW)	Austin (AUS)	DL1586	448.73	3129	6945.54
3008	2022-12-30 20:00:00	2022-12-30 00:15:00	Mexico City (MEX)	Detroit (DTW)	DL645	454.29	966.98	6515.56
3009	2022-12-30 13:53:00	2022-12-30 18:45:00	Detroit (DTW)	Mexico City (MEX)	DL646	730.64	3441.77	6901.05
3010	2022-12-30 11:10:00	2022-12-30 12:33:00	Buffalo (BUF)	Detroit (DTW)	DL2719	309.97	1506.3	9439.56
3011	2022-12-30 04:20:00	2022-12-30 05:34:00	Detroit (DTW)	Buffalo (BUF)	DL2043	749.3	1754.57	8151.83
3012	2022-12-30 00:58:00	2022-12-30 03:31:00	Dallas (DFW)	Detroit (DTW)	DL2017	477.05	827.9	7768.97
3013	2022-12-29 20:50:00	2022-12-29 23:58:00	Detroit (DTW)	Dallas (DFW)	DL2017	286.88	1033.69	3590.18
3014	2022-12-29 15:00:00	2022-12-29 16:39:00	Washington (DCA)	Detroit (DTW)	DL2875	277.84	1128.69	6909.11
3015	2022-12-29 12:13:00	2022-12-29 14:00:00	Detroit (DTW)	Washington (DCA)	DL2875	433.72	1500	9593.55
3016	2022-12-29 00:58:00	2022-12-29 03:31:00	Dallas (DFW)	Detroit (DTW)	DL2017	264.24	837.37	4421.14
3017	2022-12-28 20:50:00	2022-12-28 23:58:00	Detroit (DTW)	Dallas (DFW)	DL2017	342.37	3413.77	4494.45
3018	2022-12-28 17:59:00	2022-12-28 19:39:00	Washington (DCA)	Detroit (DTW)	DL2623	312.11	2013.09	7233.6
3019	2022-12-28 15:26:00	2022-12-28 16:59:00	Detroit (DTW)	Washington (DCA)	DL2623	647.43	1717.85	5138.89
3020	2022-12-28 11:30:00	2022-12-28 14:26:00	Austin (AUS)	Detroit (DTW)	DL1748	277.79	1760.5	6990.57
3021	2022-12-28 01:45:00	2022-12-28 04:42:00	Minneapolis (MSP)	Austin (AUS)	DL1303	358.29	883.23	6112.93
3022	2022-12-27 22:04:00	2022-12-27 00:36:00	Missoula (MSO)	Minneapolis (MSP)	DL401	674.15	2378.86	6044.09
3023	2022-12-27 18:04:00	2022-12-27 21:04:00	Minneapolis (MSP)	Missoula (MSO)	DL401	493.34	2681.28	6099
3024	2022-12-27 15:42:00	2022-12-27 17:18:00	Chicago (ORD)	Minneapolis (MSP)	DL2953	552.31	1428.31	5951.52
3025	2022-12-27 13:05:00	2022-12-27 14:42:00	Minneapolis (MSP)	Chicago (ORD)	DL2953	570.59	3132.65	8328.98
3026	2023-01-05 06:30:00	2023-01-05 10:34:00	San Diego (SAN)	Atlanta (ATL)	DL1198	532.48	2050.61	5176.67
3027	2023-01-04 22:01:00	2023-01-04 02:57:00	Detroit (DTW)	San Diego (SAN)	DL744	334.58	2802.86	4799.3
3028	2023-01-04 18:10:00	2023-01-04 20:51:00	Denver (DEN)	Detroit (DTW)	DL913	631	1606.96	5507.62
3029	2023-01-04 13:30:00	2023-01-04 17:00:00	Detroit (DTW)	Denver (DEN)	DL913	576.53	1939.82	7627.93
3030	2023-01-04 11:00:00	2023-01-04 12:00:00	Grand Rapids (GRR)	Detroit (DTW)	DL2863	363.23	2356.23	9227.78
3031	2023-01-04 03:55:00	2023-01-04 05:50:00	Atlanta (ATL)	Grand Rapids (GRR)	DL2603	736.39	2431.26	9193.14
3032	2023-01-04 00:49:00	2023-01-04 02:44:00	Kansas City (MCI)	Atlanta (ATL)	DL724	294.27	883.45	7970.82
3033	2023-01-03 21:28:00	2023-01-03 23:39:00	Atlanta (ATL)	Kansas City (MCI)	DL724	423.66	1254.75	8330.44
3034	2023-01-03 17:13:00	2023-01-03 20:17:00	Boston (BOS)	Atlanta (ATL)	DL357	508.11	862.35	5262.38
3035	2023-01-03 13:30:00	2023-01-03 16:03:00	Atlanta (ATL)	Boston (BOS)	DL415	332.72	3247.93	4552.99
3036	2023-01-03 01:15:00	2023-01-03 04:26:00	Boston (BOS)	Atlanta (ATL)	DL2530	478.31	2193.78	8335.08
3037	2023-01-02 21:18:00	2023-01-02 00:05:00	Minneapolis (MSP)	Boston (BOS)	DL832	665.12	1081.08	8408.13
3038	2023-01-02 17:15:00	2023-01-02 19:54:00	Atlanta (ATL)	Minneapolis (MSP)	DL838	719.33	3454.03	6792.42
3039	2023-01-02 12:45:00	2023-01-02 15:49:00	Denver (DEN)	Atlanta (ATL)	DL1001	618.41	2452.22	7466.72
3040	2023-01-01 21:55:00	2023-01-01 00:10:00	Minneapolis (MSP)	Denver (DEN)	DL2312	468.73	1233.31	9281.24
3041	2023-01-01 11:00:00	2023-01-01 13:57:00	Baltimore (BWI)	Minneapolis (MSP)	DL2192	494.11	2730.17	3744.81
3042	2023-01-01 00:34:00	2023-01-01 03:03:00	Minneapolis (MSP)	Baltimore (BWI)	DL2058	634.6	1116.38	9911.53
3043	2022-12-31 20:59:00	2022-12-31 23:19:00	Bozeman (BZN)	Minneapolis (MSP)	DL2841	335.18	2546.89	8282.46
3044	2022-12-31 17:16:00	2022-12-31 19:49:00	Minneapolis (MSP)	Bozeman (BZN)	DL2841	438.2	3462.75	4173.2
3045	2022-12-31 12:15:00	2022-12-31 15:52:00	Fort Myers (RSW)	Minneapolis (MSP)	DL2934	466.94	2862.83	7350.46
3046	2022-12-31 00:38:00	2022-12-31 04:14:00	Minneapolis (MSP)	Fort Myers (RSW)	DL1595	649.71	1535.21	4374.76
3047	2022-12-30 19:57:00	2022-12-30 23:24:00	Boston (BOS)	Minneapolis (MSP)	DL1238	644.27	795.12	8485.13
3048	2022-12-30 16:00:00	2022-12-30 18:47:00	Minneapolis (MSP)	Boston (BOS)	DL737	405.88	1445.67	6664.64
3049	2022-12-30 11:15:00	2022-12-30 14:47:00	Tampa (TPA)	Minneapolis (MSP)	DL2475	503.97	1208.07	4836.7
3050	2022-12-30 00:50:00	2022-12-30 04:15:00	Minneapolis (MSP)	Tampa (TPA)	DL332	702.63	3221.82	8362.87
3051	2022-12-29 19:51:00	2022-12-29 23:28:00	San Diego (SAN)	Minneapolis (MSP)	DL2762	456.44	1178.1	7119.37
3052	2022-12-29 13:30:00	2022-12-29 18:41:00	Detroit (DTW)	San Diego (SAN)	DL934	726.7	3031.13	3593.39
3053	2022-12-29 02:59:00	2022-12-29 05:39:00	Orlando (MCO)	Detroit (DTW)	DL753	286.29	3071.19	4979.01
3054	2022-12-28 22:32:00	2022-12-28 01:49:00	Minneapolis (MSP)	Orlando (MCO)	DL2983	256.81	1866.27	6030.1
3055	2022-12-28 20:19:00	2022-12-28 23:24:00	Phoenix (PHX)	Minneapolis (MSP)	DL2286	652.9	3064.75	7539.21
3056	2022-12-28 15:39:00	2022-12-28 19:09:00	Minneapolis (MSP)	Phoenix (PHX)	DL2286	635.18	2107.6	8110.17
3057	2022-12-28 10:50:00	2022-12-28 14:19:00	Boston (BOS)	Minneapolis (MSP)	DL963	260.12	2470.39	4073.37
3058	2022-12-28 00:45:00	2022-12-28 03:58:00	Fort Lauderdale (FLL)	Boston (BOS)	DL675	642.82	1295.37	7768.96
3059	2022-12-27 20:00:00	2022-12-27 23:32:00	Boston (BOS)	Fort Lauderdale (FLL)	DL675	643.27	3301.11	9692.67
3060	2022-12-27 16:15:00	2022-12-27 18:49:00	Atlanta (ATL)	Boston (BOS)	DL1709	345.07	2204.15	3589.43
3061	2022-12-27 13:00:00	2022-12-27 14:52:00	West Palm Beach (PBI)	Atlanta (ATL)	DL2124	715.67	2541.21	8574.27
3062	2022-12-27 00:30:00	2022-12-27 02:13:00	Atlanta (ATL)	West Palm Beach (PBI)	DL1104	534.11	1958.82	3888.44
3063	2023-01-05 00:35:00	2023-01-05 03:39:00	Minneapolis (MSP)	San Antonio (SAT)	DL2515	518.34	1489.01	6142.53
3064	2023-01-04 20:11:00	2023-01-04 23:29:00	Windsor Locks (BDL)	Minneapolis (MSP)	DL1139	481.94	1715.45	3907.78
3065	2023-01-04 16:33:00	2023-01-04 19:11:00	Minneapolis (MSP)	Windsor Locks (BDL)	DL1139	729.35	3195.72	7482.04
3066	2023-01-04 12:00:00	2023-01-04 15:07:00	New York (EWR)	Minneapolis (MSP)	DL2100	327.64	3286.85	5340.62
3067	2023-01-04 01:45:00	2023-01-04 04:26:00	Minneapolis (MSP)	New York (EWR)	DL2919	599.22	2833.96	6521.15
3068	2023-01-03 22:04:00	2023-01-03 00:36:00	Missoula (MSO)	Minneapolis (MSP)	DL401	253.31	2822.12	7584.34
3069	2023-01-03 18:04:00	2023-01-03 21:04:00	Minneapolis (MSP)	Missoula (MSO)	DL401	326.19	1546.85	3162.13
3070	2023-01-03 12:00:00	2023-01-03 15:27:00	New York (JFK)	Minneapolis (MSP)	DL557	413.26	2711.83	5224.76
3071	2023-01-03 01:45:00	2023-01-03 04:32:00	Minneapolis (MSP)	New York (JFK)	DL1629	556.15	2088.85	4436.95
3072	2023-01-02 20:56:00	2023-01-02 23:20:00	Dallas (DFW)	Minneapolis (MSP)	DL504	714.57	1300.72	7964.46
3073	2023-01-02 17:05:00	2023-01-02 19:56:00	Minneapolis (MSP)	Dallas (DFW)	DL504	365.33	989.56	6911.39
3074	2023-01-02 12:40:00	2023-01-02 15:29:00	Washington (DCA)	Minneapolis (MSP)	DL2675	592.2	3131.73	8357.18
3075	2023-01-02 00:35:00	2023-01-02 03:02:00	Minneapolis (MSP)	Washington (DCA)	DL1619	700.11	1564.69	6414.16
3076	2023-01-01 15:59:00	2023-01-01 19:19:00	New York (LGA)	Minneapolis (MSP)	DL983	392.25	2083.09	6502.48
3077	2023-01-01 12:15:00	2023-01-01 14:57:00	Tampa (TPA)	New York (LGA)	DL2116	512.7	1647.21	9281.72
3078	2022-12-31 20:41:00	2022-12-31 23:54:00	New York (LGA)	Tampa (TPA)	DL1347	713.62	2039.45	6144.47
3079	2022-12-31 16:50:00	2022-12-31 19:38:00	West Palm Beach (PBI)	New York (LGA)	DL2399	546.64	887.67	6704.8
3080	2022-12-31 12:05:00	2022-12-31 15:06:00	New York (LGA)	West Palm Beach (PBI)	DL2399	558.25	1321.07	6381.67
3081	2022-12-30 21:33:00	2022-12-30 00:13:00	Minneapolis (MSP)	New York (LGA)	DL1074	253.42	1085.87	6501.1
3082	2022-12-30 17:55:00	2022-12-30 20:33:00	Austin (AUS)	Minneapolis (MSP)	DL2320	519.39	2747.18	4287.01
3083	2022-12-30 13:25:00	2022-12-30 16:55:00	Detroit (DTW)	Austin (AUS)	DL2509	435.73	1588.94	5371.63
3084	2022-12-30 11:20:00	2022-12-30 12:21:00	Cleveland (CLE)	Detroit (DTW)	DL2747	692.31	3316.79	6354.41
3085	2022-12-30 04:04:00	2022-12-30 04:59:00	Detroit (DTW)	Cleveland (CLE)	DL2746	547.58	3019.7	3273.57
3086	2022-12-30 00:13:00	2022-12-30 03:04:00	Austin (AUS)	Detroit (DTW)	DL746	290.8	1340.23	9990.38
3087	2022-12-29 20:20:00	2022-12-29 23:13:00	Minneapolis (MSP)	Austin (AUS)	DL2699	587.01	2559.26	6298.22
3088	2022-12-29 16:35:00	2022-12-29 19:20:00	Washington (DCA)	Minneapolis (MSP)	DL2093	727.38	2970.53	8321.67
3089	2022-12-29 13:05:00	2022-12-29 15:33:00	Minneapolis (MSP)	Washington (DCA)	DL2093	677.8	2105.4	5860.24
3090	2022-12-29 11:00:00	2022-12-29 12:04:00	Sioux Falls (FSD)	Minneapolis (MSP)	DL2549	382.41	3254.06	4088.21
3091	2022-12-29 01:55:00	2022-12-29 04:40:00	Atlanta (ATL)	Sioux Falls (FSD)	DL1729	555.61	2704.07	3978.8
3092	2022-12-28 21:41:00	2022-12-28 23:36:00	Washington (IAD)	Atlanta (ATL)	DL2568	707.55	2498.89	5552.13
3093	2022-12-28 19:02:00	2022-12-28 20:41:00	Atlanta (ATL)	Washington (IAD)	DL2568	490.16	3284.47	9025.31
3094	2022-12-28 16:09:00	2022-12-28 18:02:00	Cleveland (CLE)	Atlanta (ATL)	DL1355	455.04	3047.61	8910.59
3095	2022-12-28 13:25:00	2022-12-28 15:09:00	Atlanta (ATL)	Cleveland (CLE)	DL1355	683.86	1854.66	7842.08
3096	2022-12-28 00:46:00	2022-12-28 02:49:00	Oklahoma City (OKC)	Atlanta (ATL)	DL2395	682.07	3261.82	3364.27
3097	2022-12-27 21:25:00	2022-12-27 23:46:00	Atlanta (ATL)	Oklahoma City (OKC)	DL2395	417.17	1100.61	7170.63
3098	2022-12-27 17:56:00	2022-12-27 19:57:00	Baltimore (BWI)	Atlanta (ATL)	DL786	719.63	2352.48	7467.84
3099	2022-12-27 15:10:00	2022-12-27 16:56:00	Atlanta (ATL)	Baltimore (BWI)	DL786	382.26	2519.6	5589.89
3100	2023-01-04 22:12:00	2023-01-04 01:04:00	Spokane (GEG)	Minneapolis (MSP)	DL1395	314.3	3175.75	9216.8
3101	2023-01-04 17:59:00	2023-01-04 21:12:00	Minneapolis (MSP)	Spokane (GEG)	DL1395	487.25	2751.79	7106.06
3102	2023-01-04 13:35:00	2023-01-04 16:28:00	Calgary (YYC)	Minneapolis (MSP)	DL851	346.89	1171.15	9353.47
3103	2023-01-04 03:15:00	2023-01-04 06:22:00	Minneapolis (MSP)	Calgary (YYC)	DL2978	560.86	2780.79	8590.16
3104	2023-01-03 22:11:00	2023-01-03 01:15:00	Tucson (TUS)	Minneapolis (MSP)	DL1187	295.89	2835.47	3922.7
3105	2023-01-03 17:29:00	2023-01-03 21:11:00	Minneapolis (MSP)	Tucson (TUS)	DL1187	402.21	1014.87	7041.17
3106	2023-01-03 12:20:00	2023-01-03 15:09:00	Houston (IAH)	Minneapolis (MSP)	DL2428	498.57	1210.08	3968.33
3107	2023-01-03 02:20:00	2023-01-03 05:31:00	Minneapolis (MSP)	Houston (IAH)	DL2604	646.67	2131.24	6219.57
3108	2023-01-02 23:55:00	2023-01-02 01:13:00	Kansas City (MCI)	Minneapolis (MSP)	DL1241	396.08	822.85	6600.3
3109	2023-01-02 21:20:00	2023-01-02 22:52:00	Minneapolis (MSP)	Kansas City (MCI)	DL1241	298.96	1957.29	9443.59
3110	2023-01-02 17:17:00	2023-01-02 18:28:00	Green Bay (GRB)	Minneapolis (MSP)	DL2324	622.97	812.43	5056.13
3111	2023-01-02 15:00:00	2023-01-02 16:17:00	Minneapolis (MSP)	Green Bay (GRB)	DL2324	285.76	984.75	8056.55
3112	2023-01-02 12:19:00	2023-01-02 14:05:00	Chicago (ORD)	Minneapolis (MSP)	DL2797	531.31	2335.24	9981.93
3113	2023-01-02 00:45:00	2023-01-02 03:53:00	Salt Lake City (SLC)	Chicago (ORD)	DL2994	345.84	1537.25	3547.51
3114	2023-01-01 21:30:00	2023-01-01 23:12:00	Sacramento (SMF)	Salt Lake City (SLC)	DL1432	452.34	2414.56	3044.79
3115	2023-01-01 18:41:00	2023-01-01 20:30:00	Salt Lake City (SLC)	Sacramento (SMF)	DL1432	385.15	961.76	3129.44
3116	2023-01-01 15:05:00	2023-01-01 17:03:00	Los Angeles (LAX)	Salt Lake City (SLC)	DL1163	582.32	1574.27	8106.54
3117	2023-01-01 14:00:00	2023-01-01 15:08:00	Las Vegas (LAS)	Los Angeles (LAX)	DL1733	286.05	1022.74	4305.78
3118	2023-01-01 03:45:00	2023-01-01 04:54:00	Los Angeles (LAX)	Las Vegas (LAS)	DL2562	749.75	1885.05	5758.14
3119	2022-12-31 22:00:00	2022-12-31 01:38:00	Dallas (DFW)	Los Angeles (LAX)	DL706	362.69	1202.11	4250.75
3120	2022-12-31 17:05:00	2022-12-31 20:10:00	Los Angeles (LAX)	Dallas (DFW)	DL706	573	951.63	3807.19
3121	2022-12-31 12:17:00	2022-12-31 16:00:00	Dallas (DFW)	Los Angeles (LAX)	DL732	592.43	2384.58	3760.5
3122	2022-12-31 02:17:00	2022-12-31 04:15:00	Denver (DEN)	Minneapolis (MSP)	DL1617	304.06	792.96	5132.31
3123	2022-12-31 00:50:00	2022-12-31 03:59:00	Detroit (DTW)	Dallas (DFW)	DL1407	595.2	2571.06	5717.58
3124	2022-12-30 21:55:00	2022-12-30 23:35:00	Minneapolis (MSP)	Detroit (DTW)	DL2555	478.99	1418.72	9788.87
3125	2022-12-30 18:23:00	2022-12-30 20:20:00	Denver (DEN)	Minneapolis (MSP)	DL1176	397.61	2176.24	8441.7
3126	2022-12-30 15:00:00	2022-12-30 17:23:00	Minneapolis (MSP)	Denver (DEN)	DL1176	335.97	2454.92	5808.94
3127	2022-12-29 22:12:00	2022-12-29 01:04:00	Spokane (GEG)	Minneapolis (MSP)	DL1395	359	2141.78	5389.04
3128	2022-12-29 17:59:00	2022-12-29 21:12:00	Minneapolis (MSP)	Spokane (GEG)	DL1395	587.71	1880.32	7242.7
3129	2022-12-29 13:35:00	2022-12-29 16:28:00	Calgary (YYC)	Minneapolis (MSP)	DL851	486.9	2239.86	5460.7
3130	2022-12-29 03:15:00	2022-12-29 06:22:00	Minneapolis (MSP)	Calgary (YYC)	DL2978	666.38	2901.29	8662.34
3131	2022-12-28 23:42:00	2022-12-28 02:35:00	Washington (DCA)	Minneapolis (MSP)	DL2244	705.35	1713.82	9507.56
3132	2022-12-28 20:20:00	2022-12-28 22:42:00	Minneapolis (MSP)	Washington (DCA)	DL2244	699.42	1660.15	8163.42
3133	2022-12-28 14:45:00	2022-12-28 17:51:00	Spokane (GEG)	Minneapolis (MSP)	DL1022	358.13	3164.55	9680.53
3134	2022-12-28 03:50:00	2022-12-28 07:10:00	Minneapolis (MSP)	Spokane (GEG)	DL874	320.3	796.35	3466.69
3135	2022-12-27 23:41:00	2022-12-27 02:45:00	Raleigh-Durham (RDU)	Minneapolis (MSP)	DL1472	569.09	2973.32	3879.45
3136	2022-12-27 20:35:00	2022-12-27 22:41:00	Miami (MIA)	Raleigh-Durham (RDU)	DL2921	577.24	1342.02	6344.51
3137	2022-12-27 17:24:00	2022-12-27 19:35:00	Raleigh-Durham (RDU)	Miami (MIA)	DL2921	336.59	2267.82	9042.68
3138	2022-12-27 14:45:00	2022-12-27 16:24:00	Orlando (MCO)	Raleigh-Durham (RDU)	DL1617	742.19	761.79	7971.27
3139	2022-12-27 12:00:00	2022-12-27 13:45:00	Raleigh-Durham (RDU)	Orlando (MCO)	DL1539	614.71	2652.72	4590.41
3140	2022-12-27 01:36:00	2022-12-27 03:16:00	Orlando (MCO)	Raleigh-Durham (RDU)	DL2437	496.24	1969.44	4384.19
3141	2022-12-26 22:45:00	2022-12-26 00:36:00	Raleigh-Durham (RDU)	Orlando (MCO)	DL2867	483.36	3220.53	7211.14
3142	2023-01-05 00:45:00	2023-01-05 03:06:00	Minneapolis (MSP)	Denver (DEN)	DL2777	742.15	2472.28	5245.49
3143	2023-01-04 19:53:00	2023-01-04 23:30:00	Orlando (MCO)	Minneapolis (MSP)	DL1604	263.91	1493.33	8810.4
3144	2023-01-04 15:40:00	2023-01-04 18:43:00	New York (JFK)	Orlando (MCO)	DL1324	502.19	946.92	5740.91
